date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:53:08	47333/47333	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Apr%202023%2015:19:22%20GMT	https://bslthemes.com/html/ryan/index-new-demo-1.html	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/index-new-demo-1.html	(from )
08:53:09	124/124	---MCZ	200	added ('OK')	text/plain	date:Thu,%2013%20Jun%202024%2015:53:10%20GMT	https://bslthemes.com/robots.txt		(from )
08:53:09	12478/12478	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2010:46:57%20GMT	https://bslthemes.com/html/ryan/css/basic.css	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/css/basic.css	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:09	59445/59445	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2010:48:41%20GMT	https://bslthemes.com/html/ryan/css/layout.css	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/css/layout.css	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:10	2136/2136	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2010:47:45%20GMT	https://bslthemes.com/html/ryan/css/blogs.css	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/css/blogs.css	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:10	57174/57174	---MCZ	200	added ('OK')	text/css	date:Sun,%2027%20Sep%202020%2002:49:37%20GMT	https://bslthemes.com/html/ryan/css/ionicons.css	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/css/ionicons.css	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:10	5077/5077	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2010:49:01%20GMT	https://bslthemes.com/html/ryan/css/magnific-popup.css	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/css/magnific-popup.css	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:11	57881/57881	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2010:46:28%20GMT	https://bslthemes.com/html/ryan/css/animate.css	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/css/animate.css	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:11	3159/3159	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2010:49:21%20GMT	https://bslthemes.com/html/ryan/css/owl.carousel.css	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/css/owl.carousel.css	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:11	2133/2133	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2010:48:11%20GMT	https://bslthemes.com/html/ryan/css/gradient.css	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/css/gradient.css	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:12	50396/50396	---MCZ	200	added ('OK')	text/css	date:Wed,%2001%20Mar%202023%2023:08:50%20GMT	https://bslthemes.com/html/ryan/css/new-skin/new-skin.css	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/css/new-skin/new-skin.css	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:12	10105/10105	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2010:50:13%20GMT	https://bslthemes.com/html/ryan/css/demos/demo-1-colors.css	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/css/demos/demo-1-colors.css	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:12	1150/1150	---M--	200	added ('OK')	image/x-icon	date:Sun,%2027%20Sep%202020%2002:49:25%20GMT	https://bslthemes.com/html/ryan/images/favicons/favicon.ico	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/favicons/favicon.ico	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:13	22375/22375	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:24%20GMT	https://bslthemes.com/html/ryan/images/clients/client_1.png	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/clients/client_1.png	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:14	20220/20220	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:24%20GMT	https://bslthemes.com/html/ryan/images/clients/client_2.png	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/clients/client_2.png	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:14	28152/28152	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:24%20GMT	https://bslthemes.com/html/ryan/images/clients/client_3.png	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/clients/client_3.png	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:15	22401/22401	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:23%20GMT	https://bslthemes.com/html/ryan/images/clients/client_4.png	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/clients/client_4.png	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:15	7820/7820	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:10%20GMT	https://bslthemes.com/html/ryan/images/man1.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/man1.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:16	46189/46189	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Sep%202020%2002:49:13%20GMT	https://bslthemes.com/html/ryan/images/profile.png	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/profile.png	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:16	42535/42535	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:32%20GMT	https://bslthemes.com/html/ryan/images/works/work1.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/works/work1.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:16	305518/305518	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:19%20GMT	https://bslthemes.com/html/ryan/images/man5_big.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/man5_big.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:16	57405/57405	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:32%20GMT	https://bslthemes.com/html/ryan/images/works/work2.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/works/work2.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:17	69913/69913	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:32%20GMT	https://bslthemes.com/html/ryan/images/works/work3.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/works/work3.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:18	55522/55522	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:30%20GMT	https://bslthemes.com/html/ryan/images/works/work4.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/works/work4.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:18	71593/71593	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:30%20GMT	https://bslthemes.com/html/ryan/images/works/work5.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/works/work5.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:18	48621/48621	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:31%20GMT	https://bslthemes.com/html/ryan/images/works/work6.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/works/work6.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:19	50683/50683	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:33%20GMT	https://bslthemes.com/html/ryan/images/works/work8.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/works/work8.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:19	20714/20714	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Apr%202023%2015:19:26%20GMT	https://bslthemes.com/html/ryan/blog-post-new.html	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/blog-post-new.html	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:19	71427/71427	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:31%20GMT	https://bslthemes.com/html/ryan/images/works/work7.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/works/work7.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:21	96761/96761	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:28%20GMT	https://bslthemes.com/html/ryan/images/blog/blog2.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/blog/blog2.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:21	84857/84857	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:28%20GMT	https://bslthemes.com/html/ryan/images/blog/blog3.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/blog/blog3.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:24	112566/112566	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Sep%202020%2002:49:27%20GMT	https://bslthemes.com/html/ryan/images/blog/blog1.jpg	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/images/blog/blog1.jpg	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:24	89501/89501	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Jul%202022%2009:34:10%20GMT	https://bslthemes.com/html/ryan/js/jquery.min.js	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/js/jquery.min.js	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
08:53:25	48676/48676	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Jul%202022%2009:34:10%20GMT	https://bslthemes.com/html/ryan/js/jquery.validate.js	C:/Users/HP/Desktop/copywriter/bslthemes.com/html/ryan/js/jquery.validate.js	(from https://bslthemes.com/html/ryan/index-new-demo-1.html)
